Entity,Code,Year,$2.15 a day - Share of population in poverty,Country ID
Slovenia,SVN,2012,0.026254445,705
Slovenia,SVN,2013,0.021756856,705
Slovenia,SVN,2014,0,705
Slovenia,SVN,2015,0.004852958,705
Slovenia,SVN,2016,0,705
Slovenia,SVN,2017,0,705
Slovenia,SVN,2018,0,705
Slovenia,SVN,2019,0,705
Slovenia,SVN,2020,0,705
Slovenia,SVN,2021,0,705
Solomon Islands,SLB,2005,50.6165,90
Solomon Islands,SLB,2012,26.564884,90
South Africa,ZAF,1993,33.540047,710
South Africa,ZAF,2000,36.825283,710
South Africa,ZAF,2005,28.331333,710
South Africa,ZAF,2008,18.662973,710
South Africa,ZAF,2010,18.035963,710
South Africa,ZAF,2014,20.492558,710
South Korea,KOR,2006,0.24944234,410
South Korea,KOR,2008,0.24275911,410
South Korea,KOR,2010,0.4958997,410
South Korea,KOR,2012,0.24928062,410
South Korea,KOR,2014,0.23564287,410
South Korea,KOR,2016,0.22666515,410
South Sudan,SSD,2009,34.54165,728
South Sudan,SSD,2016,67.32727,728
Spain,ESP,1980,0.4969268,724
Spain,ESP,1985,0.23731555,724
Spain,ESP,1990,0.4944265,724
Spain,ESP,1993,1.2375659,724
Spain,ESP,1994,0.9975268,724
Spain,ESP,1995,1.4823424,724
Spain,ESP,1996,1.4911164,724
Spain,ESP,1997,0.9859978,724
Spain,ESP,1998,0.95270455,724
Spain,ESP,1999,0.720118,724
Spain,ESP,2000,0.67538816,724
Spain,ESP,2003,0.8087511,724
Spain,ESP,2004,0.81765175,724
Spain,ESP,2005,0.7379749,724
Spain,ESP,2006,0.76963174,724
Spain,ESP,2007,0.36304086,724
Spain,ESP,2008,0.4889186,724
Spain,ESP,2009,0.80560046,724
Spain,ESP,2010,0.67572516,724
Spain,ESP,2011,1.1273297,724
Spain,ESP,2012,0.93659365,724
Spain,ESP,2013,1.136304,724
Spain,ESP,2014,0.7871572,724
Spain,ESP,2015,0.90352696,724
Spain,ESP,2016,1.1252797,724
Spain,ESP,2017,0.67809105,724
Spain,ESP,2018,0.8386145,724
Spain,ESP,2019,0.79381347,724
Spain,ESP,2020,0.8863663,724
Spain,ESP,2021,0.5642503,724
Sri Lanka,LKA,1985,16.94997,144
Sri Lanka,LKA,1990,11.616388,144
Sri Lanka,LKA,1995,11.775274,144
Sri Lanka,LKA,2002,11.017083,144
Sri Lanka,LKA,2006,5.6293645,144
Sri Lanka,LKA,2009,3.4954607,144
Sri Lanka,LKA,2012,2.5871487,144
Sri Lanka,LKA,2016,1.2953176,144
Sri Lanka,LKA,2019,0.95861256,144
Sudan,SDN,2009,18.576168,729
Sudan,SDN,2014,15.26306,729
Suriname,SUR,2022,1.1043117,740
Sweden,SWE,1975,0.49898672,752
Sweden,SWE,1981,0.24968058,752
Sweden,SWE,1987,0.24625531,752
Sweden,SWE,1992,0.2435132,752
Sweden,SWE,1995,0.24724913,752
Sweden,SWE,2000,0,752
Sweden,SWE,2001,0.24867782,752
Sweden,SWE,2002,0,752
Sweden,SWE,2003,0.32370964,752
Sweden,SWE,2004,0.397172,752
Sweden,SWE,2005,1.0845832,752
Sweden,SWE,2006,0.36438262,752
Sweden,SWE,2007,0.41083917,752
Sweden,SWE,2008,0.5764025,752
Sweden,SWE,2009,0.45801592,752
Sweden,SWE,2010,0.5474092,752
Sweden,SWE,2011,0.6156513,752
Sweden,SWE,2012,0.45700213,752
Sweden,SWE,2013,0.65087146,752
Sweden,SWE,2014,0.47433352,752
Sweden,SWE,2015,0.5691551,752
Sweden,SWE,2016,0.26145265,752
Sweden,SWE,2017,0.24834995,752
Sweden,SWE,2018,0.72550684,752
Sweden,SWE,2019,0.3165186,752
Sweden,SWE,2020,0.38908952,752
Sweden,SWE,2021,0.6292847,752
Switzerland,CHE,1982,0.69740707,756
Switzerland,CHE,1992,0.49456292,756
Switzerland,CHE,2000,0,756
Switzerland,CHE,2002,0,756
Switzerland,CHE,2006,0.046570357,756
Switzerland,CHE,2007,0.0208164,756
Switzerland,CHE,2008,0.068479605,756
Switzerland,CHE,2009,0.038057733,756
Switzerland,CHE,2010,0.048670206,756
Switzerland,CHE,2011,0.0031113164,756
Switzerland,CHE,2012,0.008965495,756
Switzerland,CHE,2013,0.042183742,756
Switzerland,CHE,2014,0.032768063,756
Switzerland,CHE,2015,0.030542554,756
Switzerland,CHE,2016,0.03427533,756
Switzerland,CHE,2017,0,756
Switzerland,CHE,2018,0.03050398,756
Switzerland,CHE,2019,0.017386846,756
Switzerland,CHE,2020,0.037200913,756
Syria,SYR,1996,2.3783545,760
Syria,SYR,2003,1.0559967,760
Syria,SYR,2006,2.8414648,760
Syria,SYR,2009,2.4387133,760
Syria,SYR,2022,24.835932,760
Tajikistan,TJK,1999,61.962402,762
Tajikistan,TJK,2003,36.74976,762
Tajikistan,TJK,2004,21.35816,762
Tajikistan,TJK,2007,12.797472,762
Tajikistan,TJK,2009,6.792115,762
Tajikistan,TJK,2015,6.114529,762
Tanzania,TZA,1991,69.288864,834
Tanzania,TZA,2000,84.03533,834
Tanzania,TZA,2007,56.240715,834
Tanzania,TZA,2011,44.655464,834
Tanzania,TZA,2018,44.94932,834
Thailand,THA,1981,22.72825,764
Thailand,THA,1988,18.048384,764
Thailand,THA,1990,12.345011,764
Thailand,THA,1992,8.9950075,764
Thailand,THA,1994,4.503987,764
Thailand,THA,1996,3.0861952,764
Thailand,THA,1998,2.175271,764
Thailand,THA,1999,3.950531,764
Thailand,THA,2000,3.9674916,764
Thailand,THA,2002,1.7592947,764
Thailand,THA,2004,1.1857115,764
Thailand,THA,2006,0.92987514,764
Thailand,THA,2007,0.54169595,764
Thailand,THA,2008,0.30446866,764
Thailand,THA,2009,0.24722661,764
Thailand,THA,2010,0.26523823,764
Thailand,THA,2011,0.07156153,764
Thailand,THA,2012,0.11532052,764
Thailand,THA,2013,0.060821895,764
Thailand,THA,2014,0.090258256,764
Thailand,THA,2015,0.04653752,764
Thailand,THA,2016,0.0361475,764
Thailand,THA,2017,0.03712679,764
Thailand,THA,2018,0.032133956,764
Thailand,THA,2019,0.0950376,764
Thailand,THA,2020,0.046665337,764
Thailand,THA,2021,0.013972186,764
Togo,TGO,2006,60.969154,768
Togo,TGO,2011,58.887207,768
Togo,TGO,2015,54.69216,768
Togo,TGO,2018,28.434795,768
Togo,TGO,2021,26.59183,768
Trinidad and Tobago,TTO,1988,0,780
Trinidad and Tobago,TTO,1992,2.0847802,780
Tunisia,TUN,1985,12.287817,788
Tunisia,TUN,1990,8.553213,788
Tunisia,TUN,1995,9.480762,788
Tunisia,TUN,2000,4.379243,788
Tunisia,TUN,2005,2.5680616,788
Tunisia,TUN,2010,1.4960226,788
Tunisia,TUN,2015,0.14006154,788
Tunisia,TUN,2021,0.27373365,788
Turkey,TUR,1987,2.1580079,792
Turkey,TUR,1994,2.951306,792
Turkey,TUR,2002,2.1044152,792
Turkey,TUR,2003,3.8555894,792
Turkey,TUR,2004,2.0136497,792
Turkey,TUR,2005,2.3406663,792
Turkey,TUR,2006,1.7702271,792
Turkey,TUR,2007,1.3053389,792
Turkey,TUR,2008,0.56494784,792
Turkey,TUR,2009,0.72038996,792
Turkey,TUR,2010,0.77376914,792
Turkey,TUR,2011,0.12952742,792
Turkey,TUR,2012,0.09306085,792
Turkey,TUR,2013,0.29810533,792
Turkey,TUR,2014,0.20468259,792
Turkey,TUR,2015,0.21237287,792
Turkey,TUR,2016,0.20271698,792
Turkey,TUR,2017,0.30056062,792
Turkey,TUR,2018,0.35439268,792
Turkey,TUR,2019,0.45154127,792
Turkey,TUR,2020,0.47089854,792
Turkey,TUR,2021,0.44286466,792
Turkmenistan,TKM,1998,43.115105,795
Uganda,UGA,1989,58.6893,800
Uganda,UGA,1992,65.10545,800
Uganda,UGA,1996,63.94645,800
Uganda,UGA,1999,67.94519,800
Uganda,UGA,2002,66.02675,800
Uganda,UGA,2005,57.33955,800
Uganda,UGA,2009,45.898636,800
Uganda,UGA,2012,37.544044,800
Uganda,UGA,2016,42.861576,800
Uganda,UGA,2019,42.11563,800
Ukraine,UKR,1992,3.9067447,804
Ukraine,UKR,1993,1.9460162,804
Ukraine,UKR,1995,7.100867,804
Ukraine,UKR,1996,7.2080126,804
Ukraine,UKR,2002,2.662997,804
Ukraine,UKR,2003,1.138516,804
Ukraine,UKR,2004,0.9296715,804
Ukraine,UKR,2005,0.3968115,804
Ukraine,UKR,2006,0.16045214,804
Ukraine,UKR,2007,0.10203078,804
Ukraine,UKR,2008,0.026821088,804
Ukraine,UKR,2009,0.06931827,804
Ukraine,UKR,2010,0.012536798,804
Ukraine,UKR,2011,0.011348583,804
Ukraine,UKR,2012,0.11384704,804
Ukraine,UKR,2013,0.004414646,804
Ukraine,UKR,2014,0.012276275,804
Ukraine,UKR,2015,0.12321677,804
Ukraine,UKR,2016,0.0983475,804
Ukraine,UKR,2017,0.03222395,804
Ukraine,UKR,2018,0.009935224,804
Ukraine,UKR,2019,0,804
Ukraine,UKR,2020,0.028825609,804
United Arab Emirates,ARE,2013,0,784
United Kingdom,GBR,1968,0.22279997,826
United Kingdom,GBR,1969,0.24375853,826
United Kingdom,GBR,1970,0,826
United Kingdom,GBR,1971,0,826
United Kingdom,GBR,1972,0.23006743,826
United Kingdom,GBR,1973,0,826
United Kingdom,GBR,1974,0.23836887,826
United Kingdom,GBR,1975,0.23684762,826
United Kingdom,GBR,1976,0,826
United Kingdom,GBR,1977,0.24468091,826
United Kingdom,GBR,1978,0,826
United Kingdom,GBR,1979,0,826
United Kingdom,GBR,1980,0,826
United Kingdom,GBR,1981,0,826
United Kingdom,GBR,1982,0,826
United Kingdom,GBR,1983,0,826
United Kingdom,GBR,1984,0,826
United Kingdom,GBR,1985,0.21794489,826
United Kingdom,GBR,1986,0.246679,826
United Kingdom,GBR,1987,0,826
United Kingdom,GBR,1988,0,826
United Kingdom,GBR,1989,0.23182261,826
United Kingdom,GBR,1990,0,826
United Kingdom,GBR,1991,0,826
United Kingdom,GBR,1992,0.24008574,826
United Kingdom,GBR,1993,0.24117,826
United Kingdom,GBR,1994,0.24662726,826
United Kingdom,GBR,1995,0.24714142,826
United Kingdom,GBR,1996,0.24636719,826
United Kingdom,GBR,1997,0.24725112,826
United Kingdom,GBR,1998,0.24555744,826
United Kingdom,GBR,1999,0.24853188,826
United Kingdom,GBR,2000,0.2488854,826
United Kingdom,GBR,2001,0.24793082,826
United Kingdom,GBR,2002,0.24940577,826
United Kingdom,GBR,2003,0.24987273,826
United Kingdom,GBR,2004,0.24976642,826
United Kingdom,GBR,2005,0.24664982,826
United Kingdom,GBR,2006,0.23013963,826
United Kingdom,GBR,2007,0.24377541,826
United Kingdom,GBR,2008,0.2468745,826
United Kingdom,GBR,2009,0.24892771,826
United Kingdom,GBR,2010,0.24635163,826
United Kingdom,GBR,2011,0.24730621,826
United Kingdom,GBR,2012,0.24467662,826
United Kingdom,GBR,2013,0.24445823,826
United Kingdom,GBR,2014,0.24630047,826
United Kingdom,GBR,2015,0.24924742,826
United Kingdom,GBR,2016,0.24917287,826
United Kingdom,GBR,2017,0.24929656,826
United Kingdom,GBR,2018,0.49848223,826
United Kingdom,GBR,2019,0.49803847,826
United Kingdom,GBR,2020,0.49933377,826
United Kingdom,GBR,2021,0.24510054,826
United States,USA,1963,1.2488154,840
United States,USA,1964,1.2425098,840
United States,USA,1965,0.99959636,840
United States,USA,1966,0.9982232,840
United States,USA,1967,0.998477,840
United States,USA,1968,0.7472127,840
United States,USA,1969,0.4991601,840
United States,USA,1970,0.99295706,840
United States,USA,1971,0.747157,840
United States,USA,1972,0.74866146,840
United States,USA,1973,0.7495643,840
United States,USA,1974,0.74715984,840
United States,USA,1975,0.49715438,840
United States,USA,1976,0.49868184,840
United States,USA,1977,0.499499,840
United States,USA,1978,0.499942,840
United States,USA,1979,0.49982077,840
United States,USA,1980,0.4995189,840
United States,USA,1981,0.49927452,840
United States,USA,1982,0.74773115,840
United States,USA,1983,0.49979457,840
United States,USA,1984,0.49553943,840
United States,USA,1985,0.49709204,840
United States,USA,1986,0.49619088,840
United States,USA,1987,0.49927145,840
United States,USA,1988,0.4992039,840
United States,USA,1989,0.49920124,840
United States,USA,1990,0.49714324,840
United States,USA,1991,0.49938723,840
United States,USA,1992,0.49789935,840
United States,USA,1993,0.49965855,840
United States,USA,1994,0.49979275,840
United States,USA,1995,0.49998137,840
United States,USA,1996,0.7485454,840
United States,USA,1997,0.74906164,840
United States,USA,1998,0.7488341,840
United States,USA,1999,0.74805623,840
United States,USA,2000,0.74959534,840
United States,USA,2001,0.7493069,840
United States,USA,2002,0.74891585,840
United States,USA,2003,0.9974198,840
United States,USA,2004,0.9998821,840
United States,USA,2005,0.99973184,840
United States,USA,2006,0.9989091,840
United States,USA,2007,0.99989045,840
United States,USA,2008,0.99974924,840
United States,USA,2009,0.9993861,840
United States,USA,2010,0.99972683,840
United States,USA,2011,0.9989762,840
United States,USA,2012,0.99847966,840
United States,USA,2013,0.99546385,840
United States,USA,2014,1.2489468,840
United States,USA,2015,1.2491881,840
United States,USA,2016,0.9993911,840
United States,USA,2017,1.2499229,840
United States,USA,2018,0.9997919,840
United States,USA,2019,0.99917054,840
United States,USA,2020,0.24997409,840
United States,USA,2021,0.24871896,840
Uruguay,URY,2006,0.5640882,858
Uruguay,URY,2007,0.38097277,858
Uruguay,URY,2008,0.22757798,858
Uruguay,URY,2009,0.28220025,858
Uruguay,URY,2010,0.16911623,858
Uruguay,URY,2011,0.13941857,858
Uruguay,URY,2012,0.1693853,858
Uruguay,URY,2013,0.17424801,858
Uruguay,URY,2014,0.15346177,858
Uruguay,URY,2015,0.14976595,858
Uruguay,URY,2016,0.09227166,858
Uruguay,URY,2017,0.06634591,858
Uruguay,URY,2018,0.055849954,858
Uruguay,URY,2019,0.102072,858
Uruguay,URY,2020,0.20679526,858
Uruguay,URY,2021,0.112155,858
Uruguay,URY,2022,0.15517578,858
Uzbekistan,UZB,1998,58.80824,860
Uzbekistan,UZB,2000,81.34299,860
Uzbekistan,UZB,2002,80.46969,860
Uzbekistan,UZB,2003,81.503525,860
Uzbekistan,UZB,2022,2.2530925,860
Vanuatu,VUT,2010,14.650419,548
Vanuatu,VUT,2019,9.963333,548
Venezuela,VEN,1981,6.6803813,862
Venezuela,VEN,1987,7.030525,862
Venezuela,VEN,1989,5.318249,862
Venezuela,VEN,1992,4.5260434,862
Venezuela,VEN,1995,9.928085,862
Venezuela,VEN,1998,10.43187,862
Venezuela,VEN,1999,11.833123,862
Venezuela,VEN,2001,10.2914915,862
Venezuela,VEN,2002,16.381353,862
Venezuela,VEN,2003,19.652534,862
Venezuela,VEN,2004,16.60901,862
Venezuela,VEN,2005,14.35571,862
Venezuela,VEN,2006,7.1300364,862
Vietnam,VNM,1992,45.069004,704
Vietnam,VNM,1997,24.38948,704
Vietnam,VNM,2002,29.939255,704
Vietnam,VNM,2004,20.142012,704
Vietnam,VNM,2006,14.901668,704
Vietnam,VNM,2008,11.139827,704
Vietnam,VNM,2010,2.8704822,704
Vietnam,VNM,2012,1.6601624,704
Vietnam,VNM,2014,1.9120458,704
Vietnam,VNM,2016,1.2634453,704
Vietnam,VNM,2018,1.2314411,704
Vietnam,VNM,2020,0.6537779,704
Vietnam,VNM,2022,0.9637949,704
Yemen,YEM,1998,8.098642,887
Yemen,YEM,2005,10.542901,887
Yemen,YEM,2014,19.802757,887
Zambia,ZMB,1991,57.4386,894
Zambia,ZMB,1993,59.05605,894
Zambia,ZMB,1996,46.773384,894
Zambia,ZMB,1998,47.22561,894
Zambia,ZMB,2002,56.388855,894
Zambia,ZMB,2004,61.062454,894
Zambia,ZMB,2006,64.69803,894
Zambia,ZMB,2010,64.4019,894
Zambia,ZMB,2015,60.793095,894
Zambia,ZMB,2022,64.349754,894
Zimbabwe,ZWE,2011,21.580063,716
Zimbabwe,ZWE,2017,34.206043,716
Zimbabwe,ZWE,2019,39.75453,716
